Code,Description,Level
I02.05.005.006,Drainage,5
I02.05.005.007,Unterkonstruktion,5
I02.05.005.008,Abdichtung,5
I02.05.005.009,Hinterfüllung,5
I02.05.005.010,Oberflächenbehandlung,5
I02.06,Unterirdisches Bauwerk,3
I02.06.000,Unterirdisches Bauwerk,4
I02.06.000.000,Unterirdisches Bauwerk,5
I02.06.000.001,Bauwerk,5
I02.06.000.002,Aushub,5
I02.06.000.003,Fundation,5
I02.06.000.004,Schutzschicht,5
I02.06.000.005,Filterschicht,5
I02.06.000.006,Drainage,5
I02.06.000.007,Unterkonstruktion,5
I02.06.000.008,Abdichtung,5
I02.06.000.009,Hinterfüllung,5
I02.06.000.010,Oberflächenbehandlung,5
I02.06.001,Fluchtröhre,4
I02.06.001.001,Bauwerk,5
I02.06.001.002,Aushub,5
I02.06.001.003,Fundation,5
I02.06.001.004,Schutzschicht,5
I02.06.001.005,Filterschicht,5
I02.06.001.006,Drainage,5
I02.06.001.007,Unterkonstruktion,5
I02.06.001.008,Abdichtung,5
I02.06.001.009,Hinterfüllung,5
I02.06.001.010,Oberflächenbehandlung,5
I02.06.002,Notausstieg,4
I02.06.002.001,Bauwerk,5
I02.06.002.002,Aushub,5
I02.06.002.003,Fundation,5
I02.06.002.004,Schutzschicht,5
I02.06.002.005,Filterschicht,5
I02.06.002.006,Drainage,5
I02.06.002.007,Unterkonstruktion,5
I02.06.002.008,Abdichtung,5
I02.06.002.009,Hinterfüllung,5
I02.06.002.010,Oberflächenbehandlung,5
I02.06.003,Versorgungsbauwerk,4
I02.06.003.001,Bauwerk,5
I02.06.003.002,Aushub,5
I02.06.003.003,Fundation,5
I02.06.003.004,Schutzschicht,5
I02.06.003.005,Filterschicht,5
I02.06.003.006,Drainage,5
I02.06.003.007,Unterkonstruktion,5
I02.06.003.008,Abdichtung,5
I02.06.003.009,Hinterfüllung,5
I02.06.003.010,Oberflächenbehandlung,5
I02.06.004,Stollen,4
I02.06.004.001,Bauwerk,5
I02.06.004.002,Aushub,5
I02.06.004.003,Fundation,5
I02.06.004.004,Schutzschicht,5
I02.06.004.005,Filterschicht,5
I02.06.004.006,Drainage,5
I02.06.004.007,Unterkonstruktion,5
I02.06.004.008,Abdichtung,5
I02.06.004.009,Hinterfüllung,5
I02.06.004.010,Oberflächenbehandlung,5
I02.06.005,Brunnenstube,4
I02.06.005.001,Bauwerk,5
I02.06.005.002,Aushub,5
I02.06.005.003,Fundation,5
I02.06.005.004,Schutzschicht,5
I02.06.005.005,Filterschicht,5
I02.06.005.006,Drainage,5
I02.06.005.007,Unterkonstruktion,5
I02.06.005.008,Abdichtung,5
I02.06.005.009,Hinterfüllung,5
I02.06.005.010,Oberflächenbehandlung,5
I02.07,"Absturz-, Anprallschutzeinrichtung für Umgebung",3
I02.07.000,"Absturz-, Anprallschutzeinrichtung für Umgebung",4
I02.07.000.000,"Absturz-, Anprallschutzeinrichtung für Umgebung",5
I02.07.000.001,Einrichtung,5
I02.07.000.002,Erdarbeiten,5
I02.07.000.003,Versetzarbeiten,5
I02.07.000.004,Befestigung,5
I02.07.000.005,Anstrich,5
I02.07.000.006,Oberflächenbehandlung,5
I02.07.000.007,Elektrischer Anschluss,5
I02.07.000.008,Poller oberirdisch verschraubt,5
I02.07.000.009,Poller mit Betonhohlrohr im Erdreich,5
I02.07.000.010,Poller versenkbar,5
I02.07.000.011,Schrammbord,5
I02.07.000.012,Leitplanke fest,5
I02.07.000.013,Leitplanke mobil,5
I02.07.000.014,Beschichtung,5
I02.07.001,Festes Rückhaltesystem,4
I02.07.001.001,Einrichtung,5
I02.07.001.002,Erdarbeiten,5
I02.07.001.003,Versetzarbeiten,5
I02.07.001.004,Befestigung,5
I02.07.001.005,Anstrich,5
I02.07.001.006,Oberflächenbehandlung,5
I02.07.001.007,Elektrischer Anschluss,5
I02.07.001.008,Poller oberirdisch verschraubt,5
I02.07.001.009,Poller mit Betonhohlrohr im Erdreich,5
I02.07.001.010,Poller versenkbar,5
I02.07.001.011,Schrammbord,5
I02.07.001.012,Leitplanke fest,5
I02.07.002,Mobiles Rückhaltesystem,4
I02.07.002.001,Einrichtung,5
I02.07.002.013,Leitplanke mobil,5
I02.07.003,Handlauf,4
I02.07.003.001,Einrichtung,5
I02.07.003.002,Erdarbeiten,5
I02.07.003.003,Versetzarbeiten,5
I02.07.003.004,Befestigung,5
I02.07.003.005,Anstrich,5
I02.07.003.006,Oberflächenbehandlung,5
I02.07.003.014,Beschichtung,5
I02.07.004,Geländer,4
I02.07.004.001,Einrichtung,5
I02.07.004.002,Erdarbeiten,5
I02.07.004.003,Versetzarbeiten,5
I02.07.004.004,Befestigung,5
I02.07.004.005,Anstrich,5
I02.07.004.006,Oberflächenbehandlung,5
I02.07.004.014,Beschichtung,5
I02.08,Einfriedung,3
I02.08.000,Einfriedung,4
I02.08.000.000,Einfriedung,5
I02.08.000.001,Einfriedung,5
I02.08.000.002,Tür,5
I02.08.000.003,Tor,5
I02.08.000.004,Drehkreuz,5
I02.08.000.005,Erdarbeiten,5
I02.08.000.006,Versetzarbeiten,5
I02.08.000.007,Hinterfüllung,5
I02.08.000.008,Beschichtung,5
I02.08.000.009,Oberflächenbehandlung,5
I02.08.000.010,Schliessanlage,5
I02.08.001,Zaun,4
I02.08.001.001,Einfriedung,5
I02.08.001.002,Tür,5
I02.08.001.003,Tor,5
I02.08.001.004,Drehkreuz,5
I02.08.001.005,Erdarbeiten,5
I02.08.001.006,Versetzarbeiten,5
I02.08.001.007,Hinterfüllung,5
I02.08.001.008,Beschichtung,5
I02.08.001.009,Oberflächenbehandlung,5
I02.08.001.010,Schliessanlage,5
I02.08.002,Mauer,4
I02.08.002.001,Einfriedung,5
I02.08.002.002,Tür,5
I02.08.002.003,Tor,5
I02.08.002.005,Erdarbeiten,5
I02.08.002.006,Versetzarbeiten,5
I02.08.002.007,Hinterfüllung,5
I02.08.002.008,Beschichtung,5
I02.08.002.009,Oberflächenbehandlung,5
I02.08.002.010,Schliessanlage,5
I02.08.003,Schranke,4
I02.08.003.001,Einfriedung,5
I02.08.003.005,Erdarbeiten,5
I02.08.003.006,Versetzarbeiten,5
I02.08.003.007,Hinterfüllung,5
I02.08.003.008,Beschichtung,5
I02.08.003.009,Oberflächenbehandlung,5
I02.08.004,Gitter,4
I02.08.004.001,Einfriedung,5
I02.08.004.002,Tür,5
I02.08.004.003,Tor,5
I02.08.004.004,Drehkreuz,5
I02.08.004.005,Erdarbeiten,5
I02.08.004.006,Versetzarbeiten,5
I02.08.004.007,Hinterfüllung,5
I02.08.004.008,Beschichtung,5
I02.08.004.009,Oberflächenbehandlung,5
I02.08.004.010,Schliessanlage,5
I03,Grünfläche,2
I03.01,Vegetationstragschicht,3
I03.01.000,Vegetationstragschicht,4
I03.01.000.000,Vegetationstragschicht,5
I03.01.000.001,Bearbeitungsschritt,5
I03.01.000.002,Drainageschicht,5
I03.01.000.003,Filterschicht,5
I03.01.000.004,Massnahme zur Bodenverbesserung,5
I03.01.000.005,Feinplanie der Vegetationsfläche,5
I03.01.001,Einbringen und Bearbeiten des Bodens,4
I03.01.001.001,Bearbeitungsschritt,5
I03.01.001.002,Drainageschicht,5
I03.01.001.003,Filterschicht,5
I03.01.001.004,Massnahme zur Bodenverbesserung,5
I03.01.002,Vorbereiten des Bodens,4
I03.01.002.001,Bearbeitungsschritt,5
I03.01.002.005,Feinplanie der Vegetationsfläche,5
I03.01.003,Bepflanzung und Ansaat,4
I03.01.003.001,Bearbeitungsschritt,5
I03.02,Saatfläche,3
I03.02.000,Saatfläche,4
I03.02.000.000,Saatfläche,5
I03.02.000.001,Rasen,5
I03.02.000.002,Wässern,5
I03.02.000.003,Erster Schnitt,5
I03.02.000.004,Nachdüngen,5
I03.02.000.005,Nachsaat,5
I03.02.000.006,Unkrautbekämpfung,5
I03.02.001,Saatrasen,4
I03.02.001.001,Rasen,5
I03.02.001.002,Wässern,5
I03.02.001.003,Erster Schnitt,5
I03.02.001.004,Nachdüngen,5
I03.02.001.005,Nachsaat,5
I03.02.001.006,Unkrautbekämpfung,5
I03.02.002,Rollrasen,4
I03.02.002.001,Rasen,5
I03.02.002.002,Wässern,5
I03.02.002.003,Erster Schnitt,5
I03.02.002.004,Nachdüngen,5
I03.02.002.005,Nachsaat,5
I03.02.002.006,Unkrautbekämpfung,5
I03.03,"Flächenbepflanzung, Hecke",3
I03.03.000,"Flächenbepflanzung, Hecke",4
I03.03.000.000,"Flächenbepflanzung, Hecke",5
I03.03.000.001,Bepflanzung,5
I03.03.000.002,Pflanzenlieferung,5
I03.03.000.003,Aushub,5
I03.03.000.004,Pflanzen,5
I03.03.001,Hecke,4
I03.03.001.001,Bepflanzung,5
I03.03.001.002,Pflanzenlieferung,5
I03.03.001.003,Aushub,5
I03.03.001.004,Pflanzen,5
I03.03.002,Strauch,4
I03.03.002.001,Bepflanzung,5
I03.03.002.002,Pflanzenlieferung,5
I03.03.002.003,Aushub,5
I03.03.002.004,Pflanzen,5
I03.03.003,Staude,4
I03.03.003.001,Bepflanzung,5
I03.03.003.002,Pflanzenlieferung,5
I03.03.003.003,Aushub,5
I03.03.003.004,Pflanzen,5
I03.03.004,Kleinpflanze,4
I03.03.004.001,Bepflanzung,5
I03.03.004.002,Pflanzenlieferung,5
I03.03.004.003,Aushub,5
I03.03.004.004,Pflanzen,5
I03.04,Vertikale Begrünung,3
I03.04.000,Vertikale Begrünung,4
I03.04.000.000,Vertikale Begrünung,5
I03.04.000.001,Bepflanzung,5
I03.04.000.002,Pflanzenlieferung,5
I03.04.000.003,Unterkonstruktion,5
I03.04.000.004,Wärmedämmung,5
I03.04.000.005,Vlies,5
I03.04.000.006,Substrat,5
I03.04.000.007,Integrierte Bewässerungsanlage,5
I03.04.001,Kletterpflanze,4
I03.04.001.001,Bepflanzung,5
I03.04.001.002,Pflanzenlieferung,5
I03.04.001.003,Unterkonstruktion,5
I03.04.001.004,Wärmedämmung,5
I03.04.001.005,Vlies,5
I03.04.001.006,Substrat,5
I03.04.001.007,Integrierte Bewässerungsanlage,5
I03.04.002,Strauch,4
I03.04.002.001,Bepflanzung,5
I03.04.002.002,Pflanzenlieferung,5
I03.04.002.003,Unterkonstruktion,5
I03.04.002.004,Wärmedämmung,5
I03.04.002.005,Vlies,5
I03.04.002.006,Substrat,5
I03.04.002.007,Integrierte Bewässerungsanlage,5
I03.04.003,Farn,4
I03.04.003.001,Bepflanzung,5
I03.04.003.002,Pflanzenlieferung,5
I03.04.003.003,Unterkonstruktion,5
I03.04.003.004,Wärmedämmung,5
I03.04.003.005,Vlies,5
I03.04.003.006,Substrat,5
I03.04.003.007,Integrierte Bewässerungsanlage,5
I03.05,Einzelbepflanzung,3
I03.05.000,Einzelbepflanzung,4
I03.05.000.000,Einzelbepflanzung,5
I03.05.000.001,Bepflanzung,5
I03.05.000.002,Pflanzenlieferung,5
I03.05.000.003,Aushub,5
I03.05.000.004,Pflanzen,5
I03.05.001,Baum,4
I03.05.001.001,Bepflanzung,5
I03.05.001.002,Pflanzenlieferung,5
I03.05.001.003,Aushub,5
I03.05.001.004,Pflanzen,5
I03.05.002,Grossstrauch,4
I03.05.002.001,Bepflanzung,5
I03.05.002.002,Pflanzenlieferung,5
I03.05.002.003,Aushub,5
I03.05.002.004,Pflanzen,5
I03.05.003,Hecke,4
I03.05.003.001,Bepflanzung,5
I03.05.003.002,Pflanzenlieferung,5
I03.05.003.003,Aushub,5
I03.05.003.004,Pflanzen,5
I03.05.004,Strauch,4
I03.05.004.001,Bepflanzung,5
I03.05.004.002,Pflanzenlieferung,5
I03.05.004.003,Aushub,5
I03.05.004.004,Pflanzen,5
I03.05.005,Kleinpflanze,4
I03.05.005.001,Bepflanzung,5
I03.05.005.002,Pflanzenlieferung,5
I03.05.005.003,Aushub,5
I03.05.005.004,Pflanzen,5
I03.06,"Einfassung, Abschluss Grünfläche",3
I03.06.000,"Einfassung, Abschluss Grünfläche",4
I03.06.000.000,"Einfassung, Abschluss Grünfläche",5
I03.06.000.001,Abschlussart,5
I03.06.000.002,Einreihig,5
I03.06.000.003,Zweireihig,5
I03.06.000.004,Mehrreihig,5
I03.06.000.005,Erdarbeiten,5
I03.06.000.006,Versetzarbeiten,5
I03.06.000.007,Hinterfüllung,5
I03.06.001,Randstein,4
I03.06.001.001,Abschlussart,5
I03.06.001.002,Einreihig,5
I03.06.001.003,Zweireihig,5
I03.06.001.004,Mehrreihig,5
I03.06.001.005,Erdarbeiten,5
I03.06.001.006,Versetzarbeiten,5
I03.06.001.007,Hinterfüllung,5
I03.06.002,Wasserstein,4
I03.06.002.001,Abschlussart,5
I03.06.002.002,Einreihig,5
I03.06.002.003,Zweireihig,5
I03.06.002.004,Mehrreihig,5
I03.06.002.005,Erdarbeiten,5
I03.06.002.006,Versetzarbeiten,5
I03.06.002.007,Hinterfüllung,5
I03.06.003,Wassersteinplatte,4
I03.06.003.001,Abschlussart,5
I03.06.003.002,Einreihig,5
I03.06.003.003,Zweireihig,5
I03.06.003.004,Mehrreihig,5
I03.06.003.005,Erdarbeiten,5
I03.06.003.006,Versetzarbeiten,5
I03.06.003.007,Hinterfüllung,5
I03.06.004,Stellplatte,4
I03.06.004.001,Abschlussart,5
I03.06.004.002,Einreihig,5
I03.06.004.003,Zweireihig,5
I03.06.004.004,Mehrreihig,5
I03.06.004.005,Erdarbeiten,5
I03.06.004.006,Versetzarbeiten,5
I03.06.004.007,Hinterfüllung,5
I03.06.005,Stellstein,4
I03.06.005.001,Abschlussart,5
I03.06.005.002,Einreihig,5
I03.06.005.003,Zweireihig,5
I03.06.005.004,Mehrreihig,5
I03.06.005.005,Erdarbeiten,5
I03.06.005.006,Versetzarbeiten,5
I03.06.005.007,Hinterfüllung,5
I03.06.006,Spezialstein,4
I03.06.006.001,Abschlussart,5
I03.06.006.002,Einreihig,5
I03.06.006.003,Zweireihig,5
I03.06.006.004,Mehrreihig,5
I03.06.006.005,Erdarbeiten,5
I03.06.006.006,Versetzarbeiten,5
I03.06.006.007,Hinterfüllung,5
I03.07,Naturnahe Wasserfläche,3
I03.07.000,Naturnahe Wasserfläche,4
I03.07.000.000,Naturnahe Wasserfläche,5
I03.07.000.001,Wasserfläche,5
I03.07.000.002,Erdarbeiten,5
I03.07.000.003,Fundation,5
I03.07.000.004,Oberflächenbehandlung,5
I03.07.000.005,Einbauteil,5
I03.07.000.006,Abdichtung,5
I03.07.000.007,Bepflanzung,5
I03.07.000.008,Erstpflege,5
I03.07.001,Stehendes Gewässer,4
I03.07.001.001,Wasserfläche,5
I03.07.001.002,Erdarbeiten,5
I03.07.001.003,Fundation,5
I03.07.001.004,Oberflächenbehandlung,5
I03.07.001.005,Einbauteil,5
I03.07.001.006,Abdichtung,5
I03.07.001.007,Bepflanzung,5
I03.07.001.008,Erstpflege,5
I03.07.002,Fliessgewässer,4
I03.07.002.001,Wasserfläche,5
I03.07.002.002,Erdarbeiten,5
I03.07.002.003,Fundation,5
I03.07.002.004,Oberflächenbehandlung,5
I03.07.002.005,Einbauteil,5
I03.07.002.006,Abdichtung,5
I03.07.002.007,Bepflanzung,5
I03.07.002.008,Erstpflege,5
I03.08,Ingenieurbiologische Massnahme,3
I03.08.000,Ingenieurbiologische Massnahme,4
I03.08.000.000,Ingenieurbiologische Massnahme,5
I03.08.000.001,Sicherungsart,5
I03.08.000.002,Fundament,5
I03.08.000.003,Randbefestigung,5
I03.08.000.004,Bodenabdeckung,5
I03.08.000.005,Anker,5
I03.08.000.006,Pfahl,5
I03.08.000.007,Netz,5
I03.08.001,Lebendverbauung,4
I03.08.001.001,Sicherungsart,5
I03.08.001.003,Randbefestigung,5
I03.08.001.004,Bodenabdeckung,5
I03.08.002,Holzverbauung,4
I03.08.002.001,Sicherungsart,5
I03.08.002.002,Fundament,5
I03.08.002.003,Randbefestigung,5
I03.08.002.006,Pfahl,5
I03.08.003,Natursteinverbauung,4
I03.08.003.001,Sicherungsart,5
I03.08.003.002,Fundament,5
I03.08.003.003,Randbefestigung,5
I03.08.004,Verbauung mit Betonelementen,4
I03.08.004.001,Sicherungsart,5
I03.08.004.002,Fundament,5
I03.08.004.003,Randbefestigung,5
I03.08.005,Erosionsschutz,4
I03.08.005.001,Sicherungsart,5
I03.08.005.004,Bodenabdeckung,5
I03.08.005.007,Netz,5
I03.08.006,Rückverankerung,4
I03.08.006.001,Sicherungsart,5
I03.08.006.002,Fundament,5
I03.08.006.003,Randbefestigung,5
I03.08.006.004,Bodenabdeckung,5
I03.08.006.005,Anker,5
I03.08.007,Steinschlagschutz,4
I03.08.007.001,Sicherungsart,5
I03.08.007.002,Fundament,5
I03.08.007.003,Randbefestigung,5
I03.08.007.004,Bodenabdeckung,5
I03.08.007.006,Pfahl,5
I03.08.007.007,Netz,5
I03.08.008,Spritzbeton,4
I03.08.008.001,Sicherungsart,5
I03.09,Pflegemassnahme bis Übergabe,3
I04,Hartfläche,2
I04.01,"Fundations-, Tragschicht",3
I04.01.000,"Fundations-, Tragschicht",4
I04.01.000.000,"Fundations-, Tragschicht",5
I04.01.000.001,Schicht,5
I04.01.000.002,Erdarbeiten,5
I04.01.000.003,Planum,5
I04.01.000.004,Ungebundenes Gemisch,5
I04.01.000.005,Fundationsschicht AC F,5
I04.01.000.006,Magerbeton,5
I04.01.001,Übergangsschicht,4
I04.01.001.001,Schicht,5
I04.01.001.002,Erdarbeiten,5
I04.01.001.003,Planum,5
I04.01.002,Fundationsschicht,4
I04.01.002.001,Schicht,5
I04.01.002.002,Erdarbeiten,5
I04.01.002.003,Planum,5
I04.01.002.004,Ungebundenes Gemisch,5
I04.01.002.005,Fundationsschicht AC F,5
I04.01.002.006,Magerbeton,5
I04.01.003,Trennlage,4
I04.01.003.001,Schicht,5
I04.01.003.002,Erdarbeiten,5
I04.01.003.003,Planum,5
I04.02,"Einfassung, Abschluss Hartfläche",3
I04.02.000,"Einfassung, Abschluss Hartfläche",4
I04.02.000.000,"Einfassung, Abschluss Hartfläche",5
I04.02.000.001,Abschlussart,5
I04.02.000.002,Einreihig,5
I04.02.000.003,Zweireihig,5
I04.02.000.004,Mehrreihig,5
I04.02.000.005,Erdarbeiten,5
I04.02.000.006,Versetzarbeiten,5
I04.02.000.007,Hinterfüllung,5
I04.02.000.008,Abdichtung,5
I04.02.001,Randstein,4
I04.02.001.001,Abschlussart,5
I04.02.001.002,Einreihig,5
I04.02.001.003,Zweireihig,5
I04.02.001.004,Mehrreihig,5
I04.02.001.005,Erdarbeiten,5
I04.02.001.006,Versetzarbeiten,5
I04.02.001.007,Hinterfüllung,5
I04.02.001.008,Abdichtung,5
I04.02.002,Wasserstein,4
I04.02.002.001,Abschlussart,5
I04.02.002.002,Einreihig,5
I04.02.002.003,Zweireihig,5
I04.02.002.004,Mehrreihig,5
I04.02.002.005,Erdarbeiten,5
I04.02.002.006,Versetzarbeiten,5
I04.02.002.007,Hinterfüllung,5
I04.02.002.008,Abdichtung,5
I04.02.003,Wassersteinplatte,4
I04.02.003.001,Abschlussart,5
I04.02.003.002,Einreihig,5
I04.02.003.003,Zweireihig,5
I04.02.003.004,Mehrreihig,5
I04.02.003.005,Erdarbeiten,5
I04.02.003.006,Versetzarbeiten,5
I04.02.003.007,Hinterfüllung,5
I04.02.003.008,Abdichtung,5
I04.02.004,Stellplatte,4
I04.02.004.001,Abschlussart,5
I04.02.004.002,Einreihig,5
I04.02.004.003,Zweireihig,5
I04.02.004.004,Mehrreihig,5
I04.02.004.005,Erdarbeiten,5
I04.02.004.006,Versetzarbeiten,5
I04.02.004.007,Hinterfüllung,5
I04.02.004.008,Abdichtung,5
I04.02.005,Stellstein,4
I04.02.005.001,Abschlussart,5
I04.02.005.002,Einreihig,5
I04.02.005.003,Zweireihig,5
I04.02.005.004,Mehrreihig,5
I04.02.005.005,Erdarbeiten,5
I04.02.005.006,Versetzarbeiten,5
I04.02.005.007,Hinterfüllung,5
I04.02.005.008,Abdichtung,5
I04.02.006,Spezialstein,4
I04.02.006.001,Abschlussart,5
I04.02.006.002,Einreihig,5
I04.02.006.003,Zweireihig,5
I04.02.006.004,Mehrreihig,5
I04.02.006.005,Erdarbeiten,5
I04.02.006.006,Versetzarbeiten,5
I04.02.006.007,Hinterfüllung,5
I04.02.006.008,Abdichtung,5
I04.03,Deckschicht,3
I04.03.000,Deckschicht,4
I04.03.000.000,Deckschicht,5
I04.03.000.001,Tragschicht,5
I04.03.000.002,Deckschicht,5
I04.03.000.003,"AC T 16 L/N/S, d mm 50",5
I04.03.000.004,"AC T 22 L/N/S/H, d mm 70",5
I04.03.000.005,"AC T 32 S/H, d mm 100",5
I04.03.000.006,"AC EME 22 C2, d mm 70",5
I04.03.000.007,"AC T 11 L/N, d mm 40",5
I04.03.000.008,"Betondecke bewehrt, d mm 170",5
I04.03.000.009,"Betondecke bewehrt, d mm 200",5
I04.03.000.010,"Betondecke bewehrt, d mm 240",5
I04.03.000.011,Reinigung,5
I04.03.000.012,Fuge,5
I04.03.000.013,Bewehrung,5
I04.03.000.014,Oberflächenbehandlung,5
I04.03.000.015,Nachbehandlung,5
I04.03.000.016,Bitumenhaltige Versiegelung,5
I04.03.000.017,Oberflächenbehandlung mit bitumenhaltigem Material,5
I04.03.000.018,Schlämmung,5
I04.03.000.019,"Mergel, d mm 70",5
I04.03.000.020,"Kiesgemisch 0/20, d mm 70",5
I04.03.000.021,"Rasengitterelement, d mm 100, inkl. Bettungsschicht, Verfüllung und Ansaat",5
I04.03.000.022,"Kiesrasen ohne Humus, inkl. Ansaat und Düngung",5
I04.03.000.023,"Schotterrasen mit Humus, d m 0,25",5
I04.03.000.024,Reihenpflästerung mit Kleinpflastersteinen bis 8/11,5
I04.03.000.025,Reihenpflästerung mit Grosspflastersteinen 11/13 bis 14/16,5
I04.03.000.026,Reihenpflästerung mit Bindersteinen,5
I04.03.000.027,Andere Pflästerung mit Kleinpflastersteinen bis 8/11,5
I04.03.000.028,Andere Pflästerung mit Grosspflastersteinen 11/13 bis 14/16,5
I04.03.000.029,Andere Pflästerung mit Bindersteinen,5
I04.03.000.030,Reihenpflästerung mit Betonsteinen,5
I04.03.000.031,Andere Pflästerung mit Betonsteinen,5
I04.03.000.032,Betonplatte,5
I04.03.000.033,Natursteinplatte,5
I04.03.000.034,"Betondecke im Verbund, d mm 120",5
I04.03.000.035,"Durchgehend bewehrte Betondecke, d mm 170",5
I04.03.000.036,"Durchgehend bewehrte Betondecke, d mm 200",5
I04.03.000.037,"Durchgehend bewehrte Betondecke, d mm 240",5
I04.03.000.038,"Unbewehrte Betondecke, d mm 150",5
I04.03.000.039,"Unbewehrte Betondecke, d mm 170",5
I04.03.000.040,"Unbewehrte Betondecke, d mm 200",5
I04.03.000.041,"Unbewehrte Betondecke, d mm 240",5
I04.03.000.042,"Whitetopping, d mm 60",5
I04.03.000.043,"Whitetopping, d mm 80",5
I04.03.000.044,"Whitetopping, d mm 100",5
I04.03.000.045,"Whitetopping, d mm 120",5
I04.03.000.046,"BBTM 8 A, d mm 15",5
I04.03.000.047,"BBTM 11 A, d mm 20",5
I04.03.000.048,"AC 4 L, d mm 20",5
I04.03.000.049,"AC 8 L/N/S/H, d mm 30",5
I04.03.000.050,"AC 11 L/N/S/H, d mm 40",5
I04.03.000.051,"AC 11 L/N, d mm 50",5
I04.03.000.052,"AC MR 8, d mm 30",5
I04.03.000.053,"AC MR 11, d mm 40",5
I04.03.000.054,"SMA 8, d mm 30",5
I04.03.000.055,"SMA 11, d mm 40",5
I04.03.000.056,"PA 8, d mm 30",5
I04.03.000.057,"PA 11, d mm 30",5
I04.03.000.058,"MA 4 N/L, d mm 20",5
I04.03.000.059,"MA 8 L/N/S/H, d mm 30",5
I04.03.000.060,"MA 11 L/N/S/H, d mm 40",5
I04.03.000.061,"MA 16 L/N/S/H, d mm 50",5
I04.03.000.062,"SDA 4 bis 12, d mm 20",5
I04.03.000.063,"SDA 4 bis 16, d mm 20",5
I04.03.000.064,"SDA 4 bis 20, d mm 20",5
I04.03.000.065,"SDA 8 bis 12, d mm 30",5
I04.03.000.066,"SDA 8 bis 16, d mm 30",5
I04.03.000.067,"SAMI, d mm 10",5
I04.03.000.068,Meliobelag,5
I04.03.001,Tragschicht,4
I04.03.001.001,Tragschicht,5
I04.03.001.003,"AC T 16 L/N/S, d mm 50",5
I04.03.001.004,"AC T 22 L/N/S/H, d mm 70",5
I04.03.001.005,"AC T 32 S/H, d mm 100",5
I04.03.001.006,"AC EME 22 C2, d mm 70",5
I04.03.001.007,"AC T 11 L/N, d mm 40",5
I04.03.001.011,Reinigung,5
I04.03.002,Betondecke,4
I04.03.002.001,Tragschicht,5
I04.03.002.008,"Betondecke bewehrt, d mm 170",5
I04.03.002.009,"Betondecke bewehrt, d mm 200",5
I04.03.002.010,"Betondecke bewehrt, d mm 240",5
I04.03.002.012,Fuge,5
I04.03.002.013,Bewehrung,5
I04.03.002.014,Oberflächenbehandlung,5
I04.03.002.015,Nachbehandlung,5
I04.03.003,Oberflächenbehandlung,4
I04.03.003.002,Deckschicht,5
I04.03.003.016,Bitumenhaltige Versiegelung,5
I04.03.003.017,Oberflächenbehandlung mit bitumenhaltigem Material,5
I04.03.003.018,Schlämmung,5
I04.03.004,Ungebundene Schicht,4
I04.03.004.002,Deckschicht,5
